Batch_ID,Time,Flour (kg),Sugar (kg),Yeast (kg),Water Temp (C),Salt (kg),Mixer Speed (RPM),Mixing Temp (C),Fermentation Temp (C),Oven Temp (C),Oven Humidity (%)
31,55,9.818962,4.909837,1.959912,27.636588,0.940406,135.957264,40.193479,37.007521,179.013514,44.983638
31,56,9.607586,5.179604,2.002835,27.71916,0.986916,139.535298,40.774646,36.519346,179.430733,46.529821
31,57,10.055882,4.932721,2.109054,27.888566,1.070249,139.939086,39.923889,37.189877,181.745053,44.999738
31,58,10.210513,5.03608,2.111472,27.80466,0.940475,144.711974,40.703541,36.919756,180.238564,45.224375
31,59,10.042182,5.085298,1.933009,27.575739,1.016768,143.490718,40.434345,36.974421,179.041664,44.161641
32,0,9.51209,5.312199,1.939765,25.137343,0.916798,151.431187,35.605427,36.972704,180.931561,44.617361
32,1,9.792434,4.758962,2.265379,25.210532,0.967155,152.477609,34.122736,37.044152,177.831533,46.884161
32,2,10.679112,5.068144,2.096662,25.364073,0.966751,151.854176,35.068012,37.367121,181.856467,44.017873
32,3,10.528132,5.004174,2.048238,25.129153,0.979418,155.010123,35.269698,36.996843,179.538412,45.31175
32,4,10.410853,5.316485,1.966891,25.485884,0.99717,158.663963,36.628795,36.677784,180.506056,45.24902
32,5,9.592013,5.044486,1.92449,25.073286,0.955208,157.695672,35.718931,36.958059,179.708364,43.540595
32,6,9.920499,4.932734,1.888092,25.389682,1.021843,160.286275,35.828114,37.227996,180.433822,45.553844
32,7,9.901699,4.927682,2.011632,25.542353,1.163392,162.034525,35.417719,36.737258,181.547343,45.920696
32,8,9.965621,5.190129,1.945742,26.209457,1.021021,165.220611,35.486921,37.06129,180.408999,45.562274
32,9,10.27332,5.353971,1.972665,25.438142,1.020832,164.546339,36.187032,36.768956,181.074093,45.633697
32,10,9.57615,5.064275,1.971829,25.35332,0.955927,167.857075,36.10086,37.066256,180.36456,46.656714
32,11,10.455468,5.039668,1.936899,25.626173,0.949157,167.10225,36.035644,37.026332,180.0836,44.998221
32,12,9.823789,4.945821,2.073982,25.634742,0.933102,166.752064,36.671163,37.04913,180.723507,44.862392
32,13,9.431331,5.373624,1.954499,25.20578,0.980231,169.473299,37.618945,37.211238,178.377844,43.721126
32,14,9.712891,4.885766,2.017733,25.376401,0.881352,170.511126,36.261628,37.166811,180.198429,45.149996
32,15,10.30363,4.938059,2.061294,26.34538,0.966126,170.076819,37.161678,37.456493,180.485808,45.425819
32,16,10.139472,4.980769,2.093738,25.85878,0.992902,169.525901,36.596736,36.915436,179.868888,46.376579
32,17,10.034365,5.03568,1.956784,25.886372,0.962946,171.294353,37.255971,36.871934,180.139079,43.944872
32,18,9.874461,5.023982,1.90979,25.887192,0.971826,169.72007,36.501568,37.018279,179.5213,43.542401
32,19,10.174841,4.797836,2.019392,26.024426,0.886377,167.628353,36.479436,37.336323,179.584499,45.57251
32,20,9.773631,4.909583,1.825841,26.114682,1.003277,166.552341,37.480638,36.716453,180.197349,45.254184
32,21,10.102748,4.874004,2.010326,25.853271,1.012593,166.562187,37.265584,37.040689,179.672759,45.539424
32,22,10.134569,5.109151,2.031054,25.748867,0.987923,165.302687,37.74246,36.950227,181.967567,46.7229
32,23,9.629482,4.771495,2.118179,26.315521,1.143217,165.133055,37.710608,36.742627,179.699394,44.917771
32,24,10.080338,4.836982,1.901302,25.883129,1.005136,163.559754,38.111445,37.02238,179.884971,44.858477
32,25,9.732731,4.839356,2.143412,26.89895,0.917338,161.162057,38.514673,37.129709,181.191307,47.180734
32,26,10.083644,4.773872,1.970592,25.957297,0.942634,156.397303,38.254771,36.958101,179.089075,44.199887
32,27,9.667285,5.057576,2.165278,26.223266,0.974013,158.565559,37.883354,37.247029,179.161712,45.04374
32,28,10.271645,5.244328,2.219697,25.958115,1.050901,156.863063,37.614045,36.815025,179.302269,46.607471
32,29,9.507408,4.823229,2.034266,26.825419,1.040384,154.740737,37.668246,37.084672,178.919836,46.59038
32,30,10.160631,5.144882,2.009547,26.334446,0.997621,149.649584,37.739526,37.012785,180.272568,45.9082
32,31,9.776791,4.548528,2.06845,27.210007,0.925088,149.381389,38.28298,36.522571,179.383729,45.899993
32,32,10.184182,4.920984,1.958645,26.829828,1.082517,148.3346,38.634244,36.951592,180.062913,44.882617
32,33,10.242258,5.061038,2.096802,26.986867,1.011751,147.263992,38.127135,36.786622,180.437944,44.538822
32,34,9.772085,4.835891,1.920645,26.796075,1.004735,143.341965,38.4375,36.760949,179.466835,45.587361
32,35,9.779891,5.355847,2.075328,27.444486,0.962742,143.312432,37.241957,37.15417,178.945383,43.678302
32,36,10.023037,5.221277,1.940557,27.019218,0.99498,142.270129,38.656876,37.003944,180.088977,45.534449
32,37,9.461341,5.019471,2.106203,26.873657,0.913469,139.313671,38.921608,36.801049,179.723451,46.513459
32,38,10.349451,4.80178,2.002303,26.994291,1.014263,137.26958,39.205395,36.861192,179.24402,42.449684
32,39,9.814495,5.139782,2.001686,26.790376,0.970795,135.243294,39.188702,37.360334,180.339116,46.437305
32,40,10.002195,5.186704,2.087403,27.532263,1.048585,134.767575,39.737169,37.157107,179.480234,44.354603
32,41,9.818191,5.224026,2.122207,27.209831,1.036335,132.625919,39.102947,37.190596,178.460989,44.651956
32,42,10.605298,4.91339,2.065491,27.160766,0.943738,130.896063,38.700601,36.602712,179.357488,43.902202
32,43,10.181063,4.873809,2.047603,27.472464,1.035288,131.930938,39.398342,36.783112,180.265244,45.915009
32,44,10.188812,4.737296,1.956046,27.518775,0.918695,130.014557,39.288667,36.916696,179.558817,44.628386
32,45,9.743815,4.842495,2.076552,27.736306,0.937254,130.926806,39.330085,36.9904,180.078522,46.060249
32,46,9.932345,5.079748,2.019229,27.446296,0.998434,130.442137,40.483192,37.8726,179.62607,43.396398
32,47,10.163592,5.274626,2.077007,27.555138,0.935422,129.95328,39.900126,37.224047,180.562871,44.647388
32,48,9.827068,4.873498,1.85819,27.823187,1.013861,129.59847,39.72137,36.767656,179.5773,43.876308
32,49,9.805234,4.90624,2.043238,27.449311,0.984551,130.603491,39.676571,37.165306,180.497069,45.503646
32,50,9.826556,4.758639,1.840686,27.193325,0.99075,130.341291,40.750832,37.214844,179.594575,45.009274
32,51,9.907058,5.2713,2.054493,27.395571,0.921315,132.388925,40.309482,36.927322,180.348528,46.042356
32,52,9.922223,4.861352,1.977684,27.850084,1.067739,132.57718,39.574657,36.761692,178.602395,46.87075
32,53,10.26126,4.988889,2.19262,27.732244,0.926585,133.696338,40.465534,36.977002,181.165816,45.265837
32,54,10.568249,5.186548,2.017885,27.377892,0.992082,132.851575,41.179797,37.270934,177.549973,48.417815
32,55,9.306935,5.218582,1.9894,27.920976,0.983804,135.893533,40.60494,37.365601,180.599208,43.367793
32,56,9.914325,5.094301,2.129554,27.973739,1.010045,136.236839,40.36833,37.152866,178.573891,44.293262
32,57,10.177056,5.113084,2.114913,27.541251,0.973709,136.681781,41.067939,37.417808,178.913042,44.724819
32,58,10.07592,5.141477,1.922062,28.024892,1.068621,142.538142,39.968513,37.004115,178.342319,44.351056
32,59,10.115902,4.855008,2.165853,28.704492,0.959855,141.060074,40.914463,37.134934,178.597704,45.811303
33,0,9.976131,5.204142,2.040578,24.8462,1.047452,151.547678,34.78058,36.980817,179.839501,44.476901
33,1,10.197248,4.954694,2.070954,24.968306,0.963486,151.475302,34.86157,37.080088,180.322198,44.110333
33,2,10.203101,5.106619,2.048866,25.188234,1.053427,155.871402,35.04764,37.14041,179.429095,44.606266
33,3,10.064516,5.065101,2.11684,25.535486,1.015827,155.28543,35.580066,36.859407,178.740428,45.136237
33,4,10.318573,5.138711,2.108253,25.763757,1.042784,156.725412,35.286885,36.884198,180.179069,43.047077
33,5,9.906016,5.203981,1.949296,24.9909,0.893995,159.212205,35.153878,37.137642,179.731026,44.578414
33,6,10.478742,4.944207,1.869713,24.889494,1.083932,161.979886,33.779935,36.913719,178.614161,48.253534
33,7,10.27202,5.330061,2.010599,25.644804,0.965419,161.841685,35.744612,36.829482,179.93388,46.893056
33,8,9.90488,5.174164,2.072851,25.027455,1.078634,165.841561,35.914802,36.903187,179.269065,45.403212
33,9,10.304538,4.67716,1.910805,25.513857,0.958003,164.65774,36.184358,36.882329,180.605825,46.700862
33,10,10.078102,5.006063,2.0296,26.061605,0.912087,168.483696,35.444174,37.356418,180.226063,45.627585
33,11,10.193996,4.593692,2.096516,26.109137,1.045354,168.694392,37.054959,37.185371,178.687759,44.764057
33,12,9.809038,5.374036,2.024201,25.931225,0.986793,167.577638,34.791662,37.373364,180.187898,46.558637
33,13,10.050919,4.98193,2.020313,25.602724,1.074827,168.141746,35.63644,36.824591,178.024315,44.180149
33,14,10.173501,4.88469,1.977704,25.629075,0.999887,169.76652,35.43828,36.945861,180.36727,43.60048
33,15,10.207551,5.159056,2.014932,26.060427,1.053464,170.56995,35.378822,36.920792,178.786273,45.384983
33,16,9.388304,5.324896,2.183141,25.706388,1.031247,169.886539,36.11362,36.954229,181.301306,44.978568
33,17,9.757441,5.101035,2.084372,25.912578,1.030825,170.104948,36.154601,37.12696,180.51667,44.897756
33,18,9.975234,5.121078,1.979775,26.077527,0.986025,167.482531,36.334695,37.535476,178.214996,44.655596
33,19,10.046442,4.876556,1.955621,25.856034,0.986066,169.016522,36.696732,37.13506,178.524456,46.663771
33,20,9.896289,4.933405,2.048328,25.782621,0.968801,167.843804,37.234397,36.783103,181.016701,46.481327
33,21,9.748929,5.12501,2.069619,26.07721,1.059956,166.173915,37.004987,37.025456,179.563237,45.428566
33,22,10.109239,4.998408,2.009187,25.940663,1.055918,166.761827,37.514478,37.106154,177.376892,43.348994
33,23,10.198459,4.775091,2.091072,26.314635,1.072784,164.65247,36.749284,36.901976,179.990038,44.920975
33,24,10.617541,4.9308,1.619052,26.398096,0.905336,162.866656,37.610113,37.051759,180.714551,43.553467
33,25,9.622839,5.146506,2.027934,26.46499,0.983638,161.451488,36.574447,37.041916,181.223378,44.042895
33,26,10.260741,5.150612,2.111428,26.240993,1.093068,160.968527,38.327571,36.920279,180.612686,45.619017
33,27,10.191194,4.738815,2.064663,26.849281,1.046368,158.155542,37.409018,36.696809,179.056338,45.458551
33,28,10.135922,5.072464,1.942103,26.893022,1.003135,156.107078,37.251779,36.915697,180.706125,45.480766
33,29,9.65322,5.052903,2.136235,26.563103,1.05722,154.654665,38.381843,36.830283,180.307487,45.560791
33,30,9.79855,4.980178,1.949287,26.327387,0.930878,148.601918,38.837385,37.017663,179.665657,45.803215
33,31,11.074049,5.212455,1.917061,26.497984,0.997045,150.210094,37.730422,36.881971,179.147546,44.228305
33,32,10.635073,5.162634,2.055308,25.607264,1.028169,148.928628,37.651407,36.893136,178.811319,44.307096
33,33,10.118861,4.923837,1.891265,26.255095,1.099543,147.19352,37.496506,37.428747,179.611234,46.051482
33,34,9.810113,5.013952,1.84879,26.478295,1.002187,144.899801,38.061936,36.924733,181.285269,44.392393
33,35,10.226351,5.162275,2.162262,26.863551,0.962157,141.812726,38.831195,36.857754,179.317942,44.152308
33,36,10.243153,5.040063,1.971805,26.916466,0.938312,139.520546,38.166967,37.189549,177.598874,44.238634
33,37,10.089753,4.802194,2.107544,26.551759,0.973536,139.421541,38.853098,36.611399,178.455173,44.955048
33,38,9.878901,4.705255,2.188991,26.779292,0.98273,137.318527,38.431928,36.89402,179.005233,44.96528
33,39,10.424654,4.804695,1.983363,27.204411,0.922695,135.366664,38.552523,36.977997,179.211609,44.987719
33,40,9.580934,5.06303,2.203419,27.177036,0.965937,133.528736,39.014757,37.037049,179.137639,45.036429
33,41,9.303494,4.88795,1.948621,27.283153,1.048448,132.121847,39.275466,36.991387,179.872083,44.135296
33,42,10.272109,5.427613,2.084934,27.560363,0.945924,131.782523,38.574101,36.866545,179.316436,44.742712
33,43,9.829528,4.700951,2.154014,27.222465,1.021831,132.495392,38.886452,37.224089,180.033337,45.611028
33,44,10.232126,4.936171,1.923367,27.475544,0.963531,130.340141,39.208193,36.988385,179.390676,46.754268
33,45,9.943118,4.804367,2.080911,27.378488,0.980413,129.350057,39.03787,36.891414,180.456288,43.9812
33,46,9.911923,4.988555,1.929663,27.74223,0.953536,132.797625,39.529676,37.301301,178.052655,46.228782
33,47,9.835267,4.764169,1.96547,27.324247,0.940286,129.861598,39.590167,36.900423,180.402884,44.636325
33,48,10.579695,4.679387,2.012482,27.776822,0.963706,126.919989,39.975439,36.815492,179.160313,43.504678
33,49,10.174992,4.986017,2.187363,27.327444,0.957671,131.251131,39.098552,36.983613,180.241556,42.842291
33,50,10.075859,4.92372,1.933678,27.722576,0.983741,129.70641,40.34692,36.849905,179.584684,44.965442
33,51,10.285368,4.829755,2.032909,28.014415,0.990925,129.486959,39.584308,37.003906,180.186216,44.139818
33,52,9.145483,4.814105,2.047514,27.632487,0.964585,132.988991,39.544789,36.593319,179.149153,44.414204
33,53,9.893557,4.90851,1.997634,27.875374,0.967478,133.056145,39.984992,37.239134,181.297498,45.467032
33,54,9.292217,4.551895,2.226205,27.622991,0.991586,133.779392,40.10567,36.844036,178.139658,44.660233
33,55,10.045739,4.987185,2.04962,27.959489,1.019698,136.608782,40.458399,37.181098,179.874686,44.160714
33,56,10.302559,5.026235,2.009637,27.593782,0.875193,136.383676,40.960989,37.143931,178.703691,44.26009
33,57,9.869364,4.817304,2.016769,28.413618,0.972841,139.631769,40.262983,37.336327,181.617167,46.295435
33,58,10.23778,4.989654,2.005534,28.456713,0.947336,139.488676,40.612529,37.037544,179.864429,45.761831
33,59,10.049236,5.279353,2.126573,27.871227,1.043896,141.255737,39.989479,36.738416,178.761772,45.215612
34,0,10.08981,5.075657,2.166316,25.564808,0.983991,150.048969,34.479034,37.211659,181.593882,44.162776
34,1,10.027845,5.119202,1.899702,25.110529,0.959613,153.495956,34.967677,37.036735,179.732628,44.539808
34,2,10.0116,5.158015,2.030454,25.749415,0.986913,154.721036,34.223684,37.18379,179.583371,45.574042
34,3,10.286952,5.317827,2.047913,25.318332,1.031684,156.819384,35.37216,37.029237,179.286332,44.499029
34,4,9.565159,4.91149,2.087593,25.782522,0.989511,158.260626,34.44893,36.909205,180.255227,44.908054
34,5,9.857105,4.778675,2.040506,25.072531,1.024896,160.033853,35.586359,36.924606,182.289385,44.32046
34,6,10.219501,4.712114,1.949648,25.396514,1.114966,162.04554,36.284108,37.124995,179.1446,44.879543
34,7,10.295737,4.877188,2.008064,25.350668,0.908185,164.520171,36.374876,37.038602,180.610778,44.723148
34,8,10.343779,4.95154,2.142117,25.870421,0.970185,164.585628,36.333661,37.114753,182.176918,44.459499
34,9,9.827279,5.325227,2.065889,25.755691,1.085032,167.481765,34.675723,36.943882,181.56691,45.472731
34,10,9.836446,5.083068,2.055512,25.643028,0.994101,167.811652,36.048344,36.934395,178.970687,45.793632
34,11,10.258005,5.243999,2.180514,25.378276,1.011724,170.258545,35.736746,36.861449,181.465609,44.163018
34,12,10.251253,4.819019,1.922149,26.043919,0.947036,167.601138,36.094198,36.942737,179.382063,44.944253
34,13,10.205504,5.008051,1.99576,26.35779,0.96203,170.486525,36.116605,37.270234,178.98512,44.795859
34,14,9.691272,5.587497,1.973612,25.904426,0.994305,172.040539,35.748919,36.961624,180.363941,47.471542
34,15,10.006663,5.407884,2.148825,26.165673,1.069078,171.320173,36.473872,36.949507,180.616291,45.307716
34,16,9.629906,5.311511,2.119986,26.039893,1.13515,171.519631,35.956315,37.182367,180.222662,44.217598
34,17,10.187084,5.247415,2.231436,26.200472,0.927691,170.874126,35.337308,36.836171,179.460995,43.019094
34,18,10.084623,4.860062,1.963431,26.090736,0.951717,171.297825,36.545105,36.943155,179.726913,45.904839
34,19,10.593232,4.855255,2.015288,26.234515,1.00096,169.692598,36.797483,37.05661,179.397916,45.864534
34,20,9.906711,4.776001,1.825074,27.000604,1.004948,170.18743,36.283015,37.23858,180.837484,45.433482
34,21,10.08236,5.169848,1.80084,27.024226,0.967376,169.253504,36.068811,37.021647,180.246186,43.078787
34,22,10.131228,4.980866,2.001285,25.806073,0.972294,167.644482,37.885844,37.116952,181.103071,44.588372
34,23,10.238994,5.328439,2.110172,26.752947,0.932326,166.237351,37.169042,37.05868,179.319168,45.029776
34,24,10.039872,4.936274,1.981317,26.652202,0.963844,167.661009,37.72004,36.986076,181.034478,45.816223
34,25,9.814324,5.0321,1.896294,26.58859,1.030096,162.760409,37.925331,36.902125,178.662539,45.260268
34,26,10.34152,4.779434,2.143066,26.702459,0.959224,160.782117,38.031777,37.145504,180.202256,44.835924
34,27,10.02959,5.108707,1.894593,26.585779,0.995251,160.13265,37.872395,37.456945,180.678915,46.40024
34,28,10.159284,4.950631,1.937011,27.185647,0.978752,156.518032,37.711344,37.05476,179.124415,44.3095
34,29,9.639526,5.06095,2.04138,26.183168,1.008179,154.743086,38.016775,36.880171,181.223996,44.471851
34,30,10.212874,5.425526,2.06143,27.002561,0.97646,154.60977,36.871514,36.848013,179.624851,45.389058
34,31,9.714507,4.918896,2.055203,26.877058,0.989053,151.877719,37.917716,36.856861,181.792087,44.61373
34,32,9.965958,5.08434,2.135541,26.07509,0.854201,149.66854,37.407092,36.893535,180.97584,45.789191
34,33,10.086692,5.05661,2.067809,26.697291,0.903851,147.209783,38.334294,37.134484,181.580344,45.421873
34,34,10.271875,5.354056,1.889522,27.210423,0.978753,145.997886,38.520063,37.013146,180.286896,46.131129
34,35,9.93232,5.275541,2.053312,26.864979,0.947896,144.958535,38.221691,36.940549,179.857534,44.678583
34,36,10.13433,4.808189,1.99644,27.021682,0.978504,143.413288,38.644781,36.992822,179.33548,44.279544
34,37,10.040464,5.235969,1.919251,26.900554,0.926379,141.091704,39.158571,37.40275,178.875153,45.790702
34,38,9.980615,5.275804,2.300949,27.153097,1.018448,138.697278,39.14499,37.297406,179.678515,44.899767
34,39,10.136651,5.264871,1.882137,26.987276,1.025074,138.222409,38.16441,37.238314,180.95539,44.644696
34,40,9.905801,5.204948,2.071925,27.338872,1.031329,135.427825,38.790591,36.858871,179.730994,44.282821
34,41,9.707073,4.946701,2.115803,27.181286,1.037751,134.65267,37.852779,37.120313,180.430294,45.140108
34,42,9.599927,5.093981,1.977107,27.366835,1.000475,133.681037,38.364345,36.943548,180.24911,46.997097
34,43,9.91748,4.882674,2.094215,27.366064,1.116628,131.923884,38.603635,37.04509,182.430775,44.824736
34,44,10.288724,5.005124,1.920943,27.430259,0.971622,132.913164,38.47517,36.953085,178.412685,44.13019
34,45,9.847552,5.075838,2.116653,27.638092,1.102154,133.100109,38.822962,36.728383,179.176683,47.251449
34,46,9.890785,5.294581,1.834987,27.771009,0.907949,129.663389,39.269215,37.079116,181.631017,44.82363
34,47,9.839313,5.160851,2.00685,27.74689,0.943066,131.566186,39.22882,37.035466,181.736523,45.967507
34,48,10.521122,4.669181,2.070482,27.894964,1.030519,128.959412,40.294427,36.831043,178.420696,46.138246
34,49,9.971197,5.144168,1.943342,27.678273,0.990299,131.257326,39.709909,36.970118,179.440245,44.719995
34,50,9.84941,4.826777,1.91542,27.238177,0.94697,131.56264,39.883712,37.078584,178.877197,45.749521
34,51,10.469009,5.136819,1.984319,27.68891,1.040632,133.191659,39.628317,37.032088,179.463176,45.475652
34,52,9.773915,4.479646,2.02539,28.021664,0.981169,134.024364,39.993591,36.771989,180.61358,43.458493
34,53,10.076444,5.089521,1.872979,27.655818,0.962703,134.315688,39.462552,37.158877,178.886606,44.21277
34,54,9.901521,4.852135,1.874027,27.822344,1.101632,136.647586,40.154797,37.370272,181.506018,44.88049
34,55,10.05574,5.012945,2.143123,27.879467,0.951933,137.043013,40.786141,37.179961,179.696488,45.923728
34,56,9.601389,4.734998,2.025263,27.652793,1.054889,136.86687,39.799532,37.067607,180.314157,45.397728
34,57,9.913974,5.407947,2.00249,27.832008,0.992569,140.093025,40.618004,36.88955,179.351701,44.275508
34,58,10.443701,5.037613,2.066497,28.061752,0.934708,142.534789,41.086249,36.667609,180.521372,44.714618
34,59,10.054067,5.344556,1.998754,27.921887,0.944241,143.573006,40.352407,37.295671,181.745722,42.82565
35,0,9.934647,5.222566,2.099761,25.344851,0.930362,151.760105,34.791021,37.097647,180.438605,42.582777
35,1,9.658966,5.039473,2.131098,25.340733,1.021648,154.367744,35.546087,36.850403,179.045641,43.231354
35,2,9.740936,5.385756,1.962435,25.000447,1.070467,155.494715,34.129263,37.211962,179.675662,45.614254
35,3,9.936805,5.077841,2.009483,25.427084,1.021903,158.719728,34.720778,37.208644,180.555659,45.346852
35,4,10.060302,4.902327,2.049168,25.110085,1.052667,160.038715,35.382571,37.35213,181.778765,45.533686
35,5,9.451243,5.091878,1.991124,24.989609,1.006075,161.168711,36.232308,36.977052,180.561177,45.422625
35,6,10.229719,4.97857,1.848871,24.935626,0.940854,163.323102,35.166618,37.23486,181.146533,46.239019
35,7,10.277904,5.176599,2.046829,25.268268,0.934929,163.44504,36.139512,36.98656,180.272467,44.928972
35,8,10.346613,4.768261,2.056713,25.173895,0.94632,167.08153,34.737047,36.974779,180.142671,44.405298
35,9,9.478287,5.329007,2.207817,25.45069,0.978465,168.589622,35.205731,37.409592,181.022376,46.48652
35,10,9.849372,5.133031,1.968944,25.761161,1.015268,170.425778,35.86872,36.869172,179.439299,44.990588
35,11,10.133991,5.188722,1.985845,25.240857,0.998001,171.743876,35.87141,37.033484,179.641863,44.27789
35,12,9.677885,4.986251,1.984142,25.785931,1.035114,170.914331,36.162503,37.070168,180.395464,44.808312
35,13,9.859385,5.277391,2.091346,25.182118,1.04058,170.65425,36.983253,36.819186,182.998368,44.640334
35,14,9.963354,4.89025,2.073161,25.770231,1.00123,171.523156,36.18752,37.030541,179.833348,44.638064
35,15,10.416798,4.988282,2.139225,25.839132,1.015089,172.039233,36.419078,37.238866,179.541314,46.026741
35,16,10.117783,5.071085,2.242827,25.97129,1.0322,171.518552,36.978721,36.827418,179.25841,47.314293
35,17,10.063267,4.695569,2.01346,25.391128,1.001338,172.282243,36.298948,37.077078,180.915048,44.480646
35,18,9.793022,4.847573,1.874864,25.82953,0.98024,171.296736,36.416503,36.946748,180.291343,44.962344
35,19,10.144024,4.978062,2.011059,25.848144,0.995017,171.908076,37.217679,36.93877,180.097068,48.195018
35,20,10.194332,4.956033,1.779005,25.512561,1.090396,170.8313,36.883504,36.737236,181.612275,46.742002
35,21,9.706804,5.133599,2.160776,26.116007,0.909267,168.309943,37.451563,37.305843,179.112336,45.170198
35,22,10.519922,4.756301,1.881753,25.984487,0.903011,168.530752,37.586162,37.388105,179.872201,43.185339
35,23,10.458649,4.996928,2.00114,26.913157,1.022973,166.363238,37.266126,36.946992,180.161883,44.709981
35,24,10.305833,4.907211,1.934152,26.294219,0.867713,165.766429,37.870655,36.98892,178.666752,45.684751
35,25,10.141068,4.990629,1.869178,25.839882,1.016738,162.795075,37.820414,37.250642,180.693957,44.875066
35,26,10.047194,4.787537,2.055196,26.273699,0.953706,164.015933,37.272998,37.172647,180.29087,44.067731
35,27,10.514925,4.923791,1.884589,26.176625,1.018164,159.607459,37.470837,37.039704,179.225917,43.525022
35,28,9.960241,4.999431,2.071538,26.417129,1.044823,158.400971,37.728733,37.148332,179.404003,45.178851
35,29,9.889781,5.296572,2.009307,26.308795,0.980943,157.632187,37.09126,37.022437,179.98749,45.960629
35,30,10.029949,4.997363,1.978404,26.879423,1.098829,156.112646,37.999546,36.939627,180.60072,46.154575
35,31,10.639905,4.929282,2.086724,26.609504,1.00267,153.255372,38.349199,36.85537,178.469694,42.697327
35,32,10.375678,5.157759,1.966945,26.825825,0.942232,151.55015,37.359362,36.87226,180.202196,44.653522
35,33,9.838434,4.82235,1.851545,27.031082,1.044606,148.31152,38.542213,37.305304,180.423273,44.170378
35,34,10.137267,5.173642,1.995244,27.096435,0.997304,145.801853,37.96754,36.971487,180.51466,44.717713
35,35,9.737731,5.04551,1.872029,27.213672,0.977083,145.418665,38.635856,36.861829,178.90652,46.113009
35,36,9.84199,5.12411,1.990783,26.713776,0.978147,142.516712,39.047232,36.862289,179.674908,44.312059
35,37,9.715032,4.886424,1.746187,26.721281,0.980224,141.265957,38.755806,37.333787,179.532874,44.509952
35,38,9.786551,4.995855,2.17125,27.215556,0.929772,139.370085,38.607039,36.776553,179.831603,43.99968
35,39,9.728669,4.940358,2.120869,27.192422,0.915738,137.228259,39.424065,36.998657,179.037329,45.276626
35,40,10.128747,4.926183,2.001142,26.722405,1.037149,137.172346,38.566279,37.15957,180.655175,43.0325
35,41,10.3449,4.865879,1.990272,27.381886,1.087723,135.748728,38.887363,37.211998,178.014147,44.771757
35,42,10.393008,4.999056,2.089436,26.713129,0.95405,134.959178,39.03975,37.060475,179.470907,42.652556
35,43,10.015609,5.275774,1.959365,26.904759,0.997213,133.865076,38.593761,36.905293,179.768087,45.639353
35,44,9.865013,4.888649,1.871991,27.523997,1.065648,131.88667,39.580974,37.528283,179.960719,44.909273
35,45,10.128795,4.739831,2.228911,27.449634,1.060781,132.199461,39.537927,37.177121,181.000099,47.828257
35,46,10.131731,4.852374,1.878513,27.232722,1.01927,131.463605,39.709614,36.939539,180.066397,45.632098
35,47,10.516445,5.160674,2.031709,27.389562,1.033696,132.28282,40.062081,37.114042,179.236059,44.279086
35,48,9.881926,4.699527,2.089648,28.13936,1.002975,132.363653,39.994119,37.299654,178.390404,46.875547
35,49,10.113074,5.110982,1.867683,27.739826,1.022422,131.311446,40.626084,36.878464,178.821878,45.844332
35,50,9.980629,5.12169,2.194916,27.095938,0.995713,131.906284,40.246155,36.927688,179.45681,45.477201
35,51,9.908244,5.096293,2.044809,27.713073,1.012187,134.2007,39.798228,37.005561,179.780631,44.609602
35,52,9.8737,4.986133,1.897327,27.658332,1.005493,134.673539,39.841277,36.94245,179.370891,43.50574
35,53,10.136191,4.891384,1.860683,27.835073,0.947807,135.116179,39.43474,36.718279,182.567814,43.856376
35,54,9.872543,5.13187,2.065006,27.538745,1.027189,135.948506,40.138807,36.757385,181.002266,44.934619
35,55,9.885537,5.395591,1.887876,27.77808,0.969446,137.751893,40.563831,36.848061,178.488505,44.041327
35,56,9.825583,4.899847,1.986886,28.035168,1.037848,138.080394,41.782532,37.400689,179.173883,43.95713
35,57,10.218997,5.137896,1.973966,28.067719,1.036376,140.946936,40.005,37.096196,181.245155,46.128684
35,58,10.142537,5.013307,1.991381,28.075888,1.107567,142.468389,40.862127,36.895813,180.95113,46.074538
35,59,9.975547,4.841346,1.849796,27.99204,0.940469,143.662053,40.633575,37.110505,179.247624,43.657482
36,0,9.467058,5.057117,2.035062,25.392735,1.023027,148.837425,35.351294,36.718203,179.684246,45.315818
36,1,10.29964,4.800655,2.180964,24.628599,1.101341,151.570279,33.863821,36.873135,180.016051,44.064482
36,2,10.246239,4.911044,2.093083,25.231027,1.01662,152.644949,35.008183,36.861342,179.969002,45.571388
36,3,10.180675,5.12205,2.035837,25.192941,1.013695,156.219789,35.962421,36.601654,180.224359,44.528854
36,4,9.667257,4.975734,2.046716,25.011689,0.974842,156.288429,35.290685,37.118707,179.850522,44.837075
36,5,10.771054,4.91005,1.898024,25.190169,0.928341,160.665723,34.815756,37.15898,180.449112,44.986715
36,6,9.717022,4.983029,2.051433,25.454438,1.037602,161.436991,34.368848,37.099255,179.090251,45.674357
36,7,10.218485,5.079507,1.986551,25.606343,0.910312,162.179215,35.496536,37.162783,178.440351,45.556285
36,8,10.094609,4.680371,2.105735,25.530632,1.02973,163.820063,34.541897,37.135794,181.006417,45.919543
36,9,10.028788,5.373937,2.305084,25.083109,0.965531,165.223998,34.930501,36.872384,179.943304,44.976118
36,10,9.523329,5.041352,1.999043,26.45143,0.897637,168.109988,36.264626,37.219482,180.804037,45.797702
36,11,10.065783,5.043714,2.03053,25.772641,0.988663,168.584807,35.937919,36.814235,180.601542,44.197758
